time_from_start,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z,angular_acc_x,angular_acc_y,angular_acc_z,angular_jerk_x,angular_jerk_y,angular_jerk_z,angular_snap_x,angular_snap_y,angular_snap_z,heading,heading_rate,heading_acc
0.38000000,-19.73929034,19.99999763,1.88767251,1.89911085,-0.00000000,0.00000001,10.43939810,0.00000001,-0.00000007,27.46897498,0.00000003,-0.00000012,-96.76348795,-0.00000022,0.00000100,0.91782285,-0.00000000,0.39699021,0.00000000,-0.00000000,1.31504184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.40000000,-19.69918428,19.99999763,1.88767251,2.11326082,-0.00000000,0.00000001,10.96887561,0.00000002,-0.00000007,25.45233054,0.00000002,-0.00000010,-104.69777571,-0.00000023,0.00000105,0.91286203,-0.00000000,0.40826819,0.00000000,-0.00000000,1.15490967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.42000000,-19.65469206,19.99999763,1.88767251,2.33758684,-0.00000000,0.00000001,11.45651388,0.00000002,-0.00000007,23.28903813,0.00000002,-0.00000008,-111.43593661,-0.00000024,0.00000108,0.90840907,-0.00000000,0.41808247,0.00000000,-0.00000000,1.00608286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.44000000,-19.60561872,19.99999763,1.88767251,2.57122437,-0.00000000,0.00000001,11.89961611,0.00000002,-0.00000007,21.00256124,0.00000001,-0.00000006,-117.02387388,-0.00000024,0.00000110,0.90446276,-0.00000000,0.42655260,0.00000000,-0.00000000,0.86791976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.46000000,-19.55178709,19.99999763,1.88767251,2.81325957,-0.00000000,0.00000001,12.29594560,0.00000002,-0.00000007,18.61544531,0.00000001,-0.00000004,-121.50749074,-0.00000024,0.00000111,0.90101534,-0.00000000,0.43378722,0.00000000,0.00000000,0.73952793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.48000000,-19.49303870,19.99999763,1.88767251,3.06273832,-0.00000000,0.00000001,12.64370738,0.00000002,-0.00000007,16.14931772,0.00000000,-0.00000001,-124.93269042,-0.00000024,0.00000111,0.89805511,-0.00000000,0.43988296,0.00000000,0.00000000,0.61988693,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,-19.42923450,19.99999763,1.88767251,3.31867485,-0.00000000,0.00000000,12.94152983,0.00000002,-0.00000007,13.62488778,-0.00000000,0.00000001,-127.34537614,-0.00000024,0.00000110,0.89556826,-0.00000000,0.44492415,0.00000000,0.00000000,0.50792956,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.52000000,-19.36025538,19.99999763,1.88767251,3.58006005,-0.00000000,0.00000000,13.18844636,0.00000002,-0.00000007,11.06194675,-0.00000001,0.00000003,-128.79145111,-0.00000024,0.00000108,0.89354026,-0.00000000,0.44898308,0.00000000,0.00000000,0.40259306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.54000000,-19.28600260,19.99999763,1.88767251,3.84586938,-0.00000000,0.00000000,13.38387699,0.00000002,-0.00000007,8.47936779,-0.00000001,0.00000005,-129.31681856,-0.00000023,0.00000106,0.89195680,-0.00000000,0.45212064,0.00000000,0.00000000,0.30284932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.56000000,-19.20639799,19.99999763,1.88767251,4.11507040,0.00000000,-0.00000000,13.52761005,0.00000002,-0.00000007,5.89510603,-0.00000002,0.00000007,-128.96738172,-0.00000022,0.00000103,0.89080440,-0.00000000,0.45438698,0.00000000,0.00000000,0.20772109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.58000000,-19.12138406,19.99999763,1.88767251,4.38662998,0.00000000,-0.00000000,13.61978380,0.00000002,-0.00000007,3.32619853,-0.00000002,0.00000009,-127.78904380,-0.00000022,0.00000099,0.89007080,-0.00000000,0.45582229,0.00000000,0.00000000,0.11628900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.60000000,-19.03092392,19.99999763,1.88767251,4.65952109,0.00000000,-0.00000000,13.66086802,0.00000001,-0.00000007,0.78876427,-0.00000002,0.00000011,-125.82770803,-0.00000021,0.00000094,0.88974519,-0.00000000,0.45645756,0.00000000,0.00000000,0.02769315,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62000000,-18.93500111,19.99999763,1.88767251,4.93272926,0.00000000,-0.00000000,13.65164573,0.00000001,-0.00000006,-1.70199583,-0.00000003,0.00000013,-123.12927762,-0.00000019,0.00000089,0.88981820,-0.00000000,0.45631520,0.00000000,0.00000000,-0.05886844,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.64000000,-18.83361928,19.99999763,1.88767251,5.20525866,0.00000000,-0.00000001,13.59319477,0.00000001,-0.00000006,-4.13179890,-0.00000003,0.00000015,-119.73965581,-0.00000018,0.00000083,0.89028199,-0.00000000,0.45540969,0.00000000,0.00000000,-0.14414250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.66000000,-18.72680177,19.99999763,1.88767251,5.47613783,0.00000000,-0.00000001,13.48686946,0.00000001,-0.00000006,-6.48728014,-0.00000004,0.00000016,-115.70474581,-0.00000017,0.00000076,0.89112999,-0.00000000,0.45374810,0.00000000,0.00000000,-0.22882326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.68000000,-18.61459106,19.99999763,1.88767251,5.74442498,0.00000000,-0.00000001,13.33428223,0.00000001,-0.00000006,-8.75599283,-0.00000004,0.00000018,-111.07045084,-0.00000015,0.00000070,0.89235682,-0.00000000,0.45133059,0.00000000,0.00000000,-0.31355419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.70000000,-18.49704811,19.99999763,1.88767251,6.00921300,0.00000000,-0.00000001,13.13728526,0.00000001,-0.00000005,-10.92640830,-0.00000004,0.00000019,-105.88267413,-0.00000014,0.00000062,0.89395794,-0.00000000,0.44815086,0.00000000,0.00000000,-0.39892796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.72000000,-18.37425166,19.99999763,1.88767251,6.26963410,0.00000000,-0.00000001,12.89795215,0.00000001,-0.00000005,-12.98791594,-0.00000004,0.00000020,-100.18731890,-0.00000012,0.00000055,0.89592935,-0.00000000,0.44419658,0.00000000,0.00000000,-0.48548392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.74000000,-18.24629736,19.99999763,1.88767251,6.52486399,0.00000000,-0.00000001,12.61855950,0.00000001,-0.00000004,-14.93082322,-0.00000005,0.00000021,-94.03028837,-0.00000010,0.00000047,0.89826714,-0.00000000,0.43944983,0.00000000,0.00000000,-0.57370239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.76000000,-18.11329690,19.99999763,1.88767251,6.77412579,0.00000000,-0.00000001,12.30156859,0.00000001,-0.00000004,-16.74635566,-0.00000005,0.00000022,-87.45748577,-0.00000009,0.00000039,0.90096700,-0.00000000,0.43388763,0.00000000,0.00000000,-0.66399512,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.78000000,-17.97537697,19.99999763,1.88767251,7.01669356,0.00000000,-0.00000001,11.94960702,0.00000001,-0.00000004,-18.42665685,-0.00000005,0.00000023,-80.51481431,-0.00000007,0.00000031,0.90402361,-0.00000000,0.42748253,0.00000000,0.00000000,-0.75669121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.80000000,-17.83267827,19.99999763,1.88767251,7.25189541,0.00000000,-0.00000001,11.56545032,0.00000001,-0.00000003,-19.96478846,-0.00000005,0.00000023,-73.24817721,-0.00000005,0.00000022,0.90742995,-0.00000000,0.42020338,0.00000000,0.00000000,-0.85201771,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.82000000,-17.68535437,19.99999763,1.88767251,7.47911628,0.00000000,-0.00000001,11.15200362,0.00000001,-0.00000003,-21.35473019,-0.00000005,0.00000024,-65.70347771,-0.00000003,0.00000014,0.91117646,-0.00000000,0.41201633,0.00000000,0.00000000,-0.95007463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.84000000,-17.53357055,19.99999763,1.88767251,7.69780037,0.00000000,-0.00000001,10.71228326,0.00000000,-0.00000002,-22.59137984,-0.00000005,0.00000024,-57.92661902,-0.00000001,0.00000005,0.91525015,-0.00000000,0.40288604,0.00000000,0.00000000,-1.05080384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.86000000,-17.37750258,19.99999763,1.88767251,7.90745316,0.00000000,-0.00000002,10.24939847,0.00000000,-0.00000002,-23.67055325,-0.00000005,0.00000024,-49.96350436,0.00000001,-0.00000004,0.91963358,-0.00000000,0.39277740,0.00000000,0.00000000,-1.15395232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.88000000,-17.21733552,19.99999763,1.88767251,8.10764309,0.00000000,-0.00000002,9.76653295,0.00000000,-0.00000001,-24.58898433,-0.00000005,0.00000024,-41.86003695,0.00000003,-0.00000012,0.92430381,-0.00000000,0.38165752,0.00000000,0.00000000,-1.25903083,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.90000000,-17.05326241,19.99999763,1.88767251,8.29800287,0.00000000,-0.00000002,9.26692657,0.00000000,-0.00000001,-25.34432506,-0.00000005,0.00000023,-33.66212002,0.00000005,-0.00000021,0.92923137,-0.00000000,0.36949839,0.00000000,0.00000000,-1.36527030,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.92000000,-16.88548297,19.99999763,1.88767251,8.47823040,0.00000000,-0.00000002,8.75385696,0.00000000,-0.00000000,-25.93514549,-0.00000005,0.00000023,-25.41565680,0.00000006,-0.00000029,0.93437928,-0.00000000,0.35627990,0.00000000,0.00000000,-1.47158000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.94000000,-16.71420233,19.99999763,1.88767251,8.64808937,0.00000000,-0.00000002,8.23062117,-0.00000000,0.00000000,-26.36093371,-0.00000005,0.00000022,-17.16655049,0.00000008,-0.00000037,0.93970230,0.00000000,0.34199355,0.00000000,0.00000000,-1.57651326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.96000000,-16.53962967,19.99999763,1.88767251,8.80740946,0.00000000,-0.00000002,7.70051732,-0.00000000,0.00000001,-26.62209591,-0.00000005,0.00000021,-8.96070433,0.00000010,-0.00000045,0.94514659,0.00000000,0.32664647,0.00000000,0.00000000,-1.67824872,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.98000000,-16.36197692,19.99999763,1.88767251,8.95608616,0.00000000,-0.00000002,7.16682621,-0.00000000,0.00000001,-26.71995631,-0.00000004,0.00000020,-0.84402153,0.00000011,-0.00000052,0.95064986,0.00000000,0.31026576,0.00000000,0.00000000,-1.77459654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.00000000,-16.18145745,19.99999763,1.88767251,9.09408024,0.00000000,-0.00000002,6.63279300,-0.00000000,0.00000002,-26.65675721,-0.00000004,0.00000019,7.13759468,0.00000013,-0.00000059,0.95614225,0.00000000,0.29290272,0.00000000,0.00000000,-1.86303925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.02000000,-15.99828478,19.99999763,1.88767251,9.22141689,0.00000000,-0.00000001,6.10160879,-0.00000000,0.00000002,-26.43565899,-0.00000004,0.00000018,14.93824107,0.00000014,-0.00000066,0.96154808,0.00000000,0.27463664,0.00000000,0.00000000,-1.94081559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.04000000,-15.81267125,19.99999763,1.88767251,9.33818440,0.00000000,-0.00000001,5.57639232,-0.00000000,0.00000002,-26.06074006,-0.00000004,0.00000017,22.51201444,0.00000016,-0.00000072,0.96678857,0.00000000,0.25557749,0.00000000,0.00000000,-2.00505099,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.06000000,-15.62482688,19.99999763,1.88767251,9.44453257,0.00000000,-0.00000001,5.06017155,-0.00000001,0.00000003,-25.53699692,-0.00000003,0.00000015,29.81301155,0.00000017,-0.00000078,0.97178532,0.00000000,0.23586712,0.00000000,0.00000000,-2.05293115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.08000000,-15.43495803,19.99999763,1.88767251,9.54067072,0.00000000,-0.00000001,4.55586537,-0.00000001,0.00000003,-24.87034413,-0.00000003,0.00000014,36.79532919,0.00000018,-0.00000083,0.97646449,0.00000000,0.21567824,0.00000000,0.00000000,-2.08190594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.10000000,-15.24326635,19.99999763,1.88767251,9.62686526,0.00000000,-0.00000001,4.06626517,-0.00000001,0.00000003,-24.06761430,-0.00000003,0.00000012,43.41306413,0.00000019,-0.00000087,0.98076126,0.00000000,0.19521106,0.00000000,0.00000000,-2.08990118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.12000000,-15.04994758,19.99999763,1.88767251,9.70343704,0.00000000,-0.00000001,3.59401651,-0.00000001,0.00000003,-23.13655813,-0.00000002,0.00000010,49.62031315,0.00000020,-0.00000091,0.98462393,0.00000000,0.17468746,0.00000000,0.00000000,-2.07550946,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.14000000,-14.85519055,19.99999763,1.88767251,9.77075818,0.00000000,-0.00000001,3.14160077,-0.00000001,0.00000003,-22.08584437,-0.00000002,0.00000008,55.37117302,0.00000021,-0.00000094,0.98801733,0.00000000,0.15434301,0.00000000,0.00000000,-2.03813022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.16000000,-14.65917614,19.99999763,1.88767251,9.82924866,0.00000000,-0.00000001,2.71131675,-0.00000001,0.00000004,-20.92505983,-0.00000001,0.00000006,60.61974054,0.00000021,-0.00000096,0.99092477,0.00000000,0.13441763,0.00000000,0.00000000,-1.97803574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.18000000,-14.46207639,19.99999763,1.88767251,9.87937243,0.00000000,-0.00000001,2.30526235,-0.00000001,0.00000004,-19.66470939,-0.00000001,0.00000004,65.32011246,0.00000021,-0.00000097,0.99334861,0.00000000,0.11514577,0.00000000,0.00000000,-1.89635229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.20000000,-14.26405367,19.99999763,1.88767251,9.92163326,0.00000000,-0.00000001,1.92531620,-0.00000001,0.00000004,-18.31621599,-0.00000001,0.00000003,69.42638558,0.00000021,-0.00000098,0.99530899,0.00000000,0.09674713,0.00000000,0.00000000,-1.79496157,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
